sent_id,sentence,entity
565,"July 6 : Attempted secession of the Republic of Biafra from Nigeria triggers the Nigerian Civil War .
",Nigeria
565,"July 6 : Attempted secession of the Republic of Biafra from Nigeria triggers the Nigerian Civil War .
",the Republic of Biafra
566,"July 17 : Death of John Coltrane , American jazz saxophonist, clarinettist and composer.
",American
570,"October 21 : The March on the Pentagon becomes a major event in public opposition to the Vietnam War
December 17 : Australian Prime Minister Harold Holt disappears while swimming at Cheviot Beach , Victoria .
",Australian
570,"October 21 : The March on the Pentagon becomes a major event in public opposition to the Vietnam War
December 17 : Australian Prime Minister Harold Holt disappears while swimming at Cheviot Beach , Victoria .
",Victoria
570,"October 21 : The March on the Pentagon becomes a major event in public opposition to the Vietnam War
December 17 : Australian Prime Minister Harold Holt disappears while swimming at Cheviot Beach , Victoria .
",Cheviot Beach
571,"First high-speed rail introduced in Tokyo.
",Tokyo
572,"Mid-year: Summer of Love , in which as many as 100,000 people, mostly young people sporting hippie fashions of dress and behavior, converged in San Francisco's neighborhood of Haight-Ashbury .
",San Francisco's
573,"1968
January – March : Protests erupt in the United States, Europe and Latin America .
",Latin America
573,"1968
January – March : Protests erupt in the United States, Europe and Latin America .
",Protests
573,"1968
January – March : Protests erupt in the United States, Europe and Latin America .
",the United States
573,"1968
January – March : Protests erupt in the United States, Europe and Latin America .
",Europe
574,"January – August : Prague Spring in Czechoslovakia crushed by the Eastern Bloc military intervention .
",Czechoslovakia
574,"January – August : Prague Spring in Czechoslovakia crushed by the Eastern Bloc military intervention .
",Prague
574,"January – August : Prague Spring in Czechoslovakia crushed by the Eastern Bloc military intervention .
",Eastern Bloc
576,"The Tet Offensive occurs in South Vietnam .
",South Vietnam
578,"My Lai massacre , a mass murder and rape of unarmed South Vietnamese civilians by U.S. troops in the Vietnam War .
",U.S.
578,"My Lai massacre , a mass murder and rape of unarmed South Vietnamese civilians by U.S. troops in the Vietnam War .
",South Vietnamese
579,"March 21 : Battle of Karameh in Jordan (part of the War of Attrition between Israel and Arab states).
",Jordan
579,"March 21 : Battle of Karameh in Jordan (part of the War of Attrition between Israel and Arab states).
",Israel
579,"March 21 : Battle of Karameh in Jordan (part of the War of Attrition between Israel and Arab states).
",Arab
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Switzerland
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Wolfach
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Great Britain
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Interlaken
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Germany
580,"April 4 : Assassination of Martin Luther King Jr.
June 5 : Assassination of Robert F. Kennedy
August 23 : 1968 Democratic National Convention protests ("" The whole world is watching "")
August 27 : First World Constituent Assembly , took place in Interlaken , Switzerland and Wolfach , Germany
September 6 : Swaziland gains independence from Great Britain
September – Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
December – Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body.
",Earth
581,"Another new strain of a flu in Hong Kong spreads again.
",Hong Kong
582,"The Troubles begin in Northern Ireland .
",Northern Ireland
583,"The Years of Lead , a period of social turmoil, political violence, and upheaval in Italy , begin.
",Italy
584,"Palestinian insurgency in South Lebanon begins.
",Palestinian
584,"Palestinian insurgency in South Lebanon begins.
",South Lebanon
585,"1969
January 13 : Samsung Electronics founded in Suwon , South Korea.
",Suwon
585,"1969
January 13 : Samsung Electronics founded in Suwon , South Korea.
",South Korea
586,"January 20 : Richard Nixon is inaugurated as President of the United States.
",the United States
588,"March – September : Sino-Soviet border conflict .
",Sino-Soviet
589,"April 28 : Charles de Gaulle resigns as President of France after a referendum on political reform is voted down.
June 28 – July 3 : The Stonewall riots in New York City instigate the gay rights movement.
July 20 : Apollo 11 Moon landing , in which Neil Armstrong and Buzz Aldrin become the first two humans on the Moon.
August 8 – 9 : The Manson Family Murders – Under Charles Manson 's orders, his followers, the ""Manson Family"" cult, enter the home of Hollywood actress Sharon Tate and murder her and four others.
",Hollywood
589,"April 28 : Charles de Gaulle resigns as President of France after a referendum on political reform is voted down.
June 28 – July 3 : The Stonewall riots in New York City instigate the gay rights movement.
July 20 : Apollo 11 Moon landing , in which Neil Armstrong and Buzz Aldrin become the first two humans on the Moon.
August 8 – 9 : The Manson Family Murders – Under Charles Manson 's orders, his followers, the ""Manson Family"" cult, enter the home of Hollywood actress Sharon Tate and murder her and four others.
",France
589,"April 28 : Charles de Gaulle resigns as President of France after a referendum on political reform is voted down.
June 28 – July 3 : The Stonewall riots in New York City instigate the gay rights movement.
July 20 : Apollo 11 Moon landing , in which Neil Armstrong and Buzz Aldrin become the first two humans on the Moon.
August 8 – 9 : The Manson Family Murders – Under Charles Manson 's orders, his followers, the ""Manson Family"" cult, enter the home of Hollywood actress Sharon Tate and murder her and four others.
",New York City
591,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000.
September 1 : Muammar Gaddafi overthrows King Idris of Libya in a coup d'état and establishes the Libyan Arab Republic .
October 29 : Creation of Advanced Research Projects Agency Network ( ARPANET ), the earliest incarnation of the Internet .
",New York
591,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000.
September 1 : Muammar Gaddafi overthrows King Idris of Libya in a coup d'état and establishes the Libyan Arab Republic .
October 29 : Creation of Advanced Research Projects Agency Network ( ARPANET ), the earliest incarnation of the Internet .
",Libya
591,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000.
September 1 : Muammar Gaddafi overthrows King Idris of Libya in a coup d'état and establishes the Libyan Arab Republic .
October 29 : Creation of Advanced Research Projects Agency Network ( ARPANET ), the earliest incarnation of the Internet .
",the Libyan Arab Republic
591,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000.
September 1 : Muammar Gaddafi overthrows King Idris of Libya in a coup d'état and establishes the Libyan Arab Republic .
October 29 : Creation of Advanced Research Projects Agency Network ( ARPANET ), the earliest incarnation of the Internet .
",Bethel
592,"November 10 : Sesame Street premieres its debut episode.
1970s
1970
January 15 : The Nigerian Civil War ends with the reintegration of the Republic of Biafra with Nigeria after ~3 million deaths.
",Nigeria
592,"November 10 : Sesame Street premieres its debut episode.
1970s
1970
January 15 : The Nigerian Civil War ends with the reintegration of the Republic of Biafra with Nigeria after ~3 million deaths.
",the Republic of Biafra
596,"April 1 : U.S. President Richard M. Nixon signs Public Health Cigarette Smoking Act .
",U.S.
597,"April 10 : Break-up of the Beatles .
",Beatles
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",the Atlantic Ocean
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",Barbados
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",Egypt
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",the United States
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",Jordan
599,"July 12 : Thor Heyerdahl 's papyrus boat Ra II arrived in Barbados , bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean.
September 6 : Black September in Jordan begins, lasting until mid-1971.
October – December : FLQ seizes hostages , causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act .
October 5 : The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
October 15 : Anwar Sadat becomes President of Egypt .
",Canada
600,"November 3 – 13 : The Bhola Cyclone kills 500,000 people in East Pakistan .
",East Pakistan
602,"December 14 – 19 : 1970 Polish protests .
",Polish
606,"Idi Amin seizes power in Uganda .
",Uganda
607,"March 26 : Bangladesh Liberation War and Bangladesh genocide occur, independence of Bangladesh from Pakistan precipitates Third Indo-Pakistani War .
",Pakistan
607,"March 26 : Bangladesh Liberation War and Bangladesh genocide occur, independence of Bangladesh from Pakistan precipitates Third Indo-Pakistani War .
",Bangladesh
609,"July 5 : The Twenty-sixth Amendment to the United States Constitution , formally certified by President Richard Nixon , lowers the voting age from 21 to 18.
July 17 : Black September in Jordan ends.
",Jordan
609,"July 5 : The Twenty-sixth Amendment to the United States Constitution , formally certified by President Richard Nixon , lowers the voting age from 21 to 18.
July 17 : Black September in Jordan ends.
",the United States Constitution
610,"August 9 – 10 : Internment begins in Northern Ireland.
",Northern Ireland
611,"October 27 : Joseph Mobutu renames The Republic of the Congo Zaire .
",The Republic of the Congo Zaire
614,"Nixon shock removes gold back-up for the US Dollar triggering export of inflation from rich to poor nations.
",US
617,"1972
January : Sheikh Mujibur Rahman returns to Bangladesh from imprisonment in Pakistan.
",Pakistan
617,"1972
January : Sheikh Mujibur Rahman returns to Bangladesh from imprisonment in Pakistan.
",Bangladesh
618,"January 30 : Northern Ireland 's Bloody Sunday .
",Northern Ireland 's
619,"February 21 – 28 : U.S. President Richard M. Nixon makes an unprecedented 8-day visit to the People's Republic of China and meets with Mao Zedong .
",the People's Republic of China
619,"February 21 – 28 : U.S. President Richard M. Nixon makes an unprecedented 8-day visit to the People's Republic of China and meets with Mao Zedong .
",U.S.
621,"May 8 : The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries.
",Palestinian
621,"May 8 : The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries.
",Brussels
621,"May 8 : The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries.
",Tel Aviv
621,"May 8 : The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries.
",Lod
622,"May 26 : Richard Nixon and Leonid Brezhnev sign the SALT I treaty in Moscow, as well as the Anti-Ballistic Missile Treaty and other agreements.
",Moscow
623,"May 30 : Lod Airport massacre .
September 5 – 6 : The Munich massacre , perpetrated by the Black September terrorist organization and aimed at the Israeli Olympic team, results in 17 total deaths.
",Israeli
626,"1973
January 1 : Denmark , Ireland and the United Kingdom joins the European Communities .
",the United Kingdom
626,"1973
January 1 : Denmark , Ireland and the United Kingdom joins the European Communities .
",Denmark
626,"1973
January 1 : Denmark , Ireland and the United Kingdom joins the European Communities .
",Ireland
627,"January 22 : The Supreme Court of the United States decides Roe v. Wade .
",the United States
629,"Pink Floyd 's album The Dark Side of the Moon is released in the UK.
",UK
630,"May 3 : Construction of the Sears Tower (later renamed to Willis Tower) completed.
",Willis Tower
632,"September 11 : 1973 Chilean coup d'état .
October : 1973 oil crisis .
",Chilean
634,"December 3 : Pioneer 10 sends back the first close-up images of Jupiter .
",Jupiter
637,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an , China.
",China
637,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an , China.
",Xi'an
639,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an , China.
April 25 : Carnation Revolution in Portugal begins transition to democracy.
July – August :",China
639,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an , China.
April 25 : Carnation Revolution in Portugal begins transition to democracy.
July – August :",Portugal
639,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an , China.
April 25 : Carnation Revolution in Portugal begins transition to democracy.
July – August :",Xi'an
640,"The Turkish invasion of Cyprus leads to the creation of the Northern Cyprus .
",Turkish
640,"The Turkish invasion of Cyprus leads to the creation of the Northern Cyprus .
",the Northern Cyprus
641,"August 8 – 9 : Watergate scandal : Resignation of Richard Nixon ; Vice President Gerald Ford assumes office as President of the United States, the first person not elected as either President or Vice President to take the role.
",the United States
642,September 12 : Emperor Haile Selassie I of Ethiopia is overthrown in a military coup .,Ethiopia
644,"November 24 : Discovery of "" Lucy "" ( Australopithecus afarensis ) in Tanzania's Olduvai Gorge .
",Tanzania
645,"Dirty War begins in Argentina.
",Argentina
647,"1975
January : Altair 8800 , the first commercially successful personal computer, is released.
April 4 : Microsoft founded in Albuquerque, New Mexico , by Bill Gates and Paul Allen .
April 13 : Bus massacre in Lebanon triggers the Lebanese Civil War which lasts until 1990
April 17 :",Lebanon
647,"1975
January : Altair 8800 , the first commercially successful personal computer, is released.
April 4 : Microsoft founded in Albuquerque, New Mexico , by Bill Gates and Paul Allen .
April 13 : Bus massacre in Lebanon triggers the Lebanese Civil War which lasts until 1990
April 17 :",New Mexico
647,"1975
January : Altair 8800 , the first commercially successful personal computer, is released.
April 4 : Microsoft founded in Albuquerque, New Mexico , by Bill Gates and Paul Allen .
April 13 : Bus massacre in Lebanon triggers the Lebanese Civil War which lasts until 1990
April 17 :",Albuquerque
649,"Cambodian genocide begins.
April 30 : The Fall of Saigon ends the Vietnam War .
June 25 : Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections.
",Cambodian
649,"Cambodian genocide begins.
April 30 : The Fall of Saigon ends the Vietnam War .
June 25 : Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections.
",Saigon
649,"Cambodian genocide begins.
April 30 : The Fall of Saigon ends the Vietnam War .
June 25 : Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections.
",India
650,"August 1 : The Helsinki Accords , which officially recognize Europe's national borders and respect for human rights, are signed in Finland.
",Finland
650,"August 1 : The Helsinki Accords , which officially recognize Europe's national borders and respect for human rights, are signed in Finland.
",Europe
651,"November 11 : Angola declares independence from Portugal and Angolan Civil War erupts.
",Portugal
653,"November 22 : Juan Carlos I becomes King of Spain .
",Spain
654,"December 7 : Indonesian invasion of East Timor begins.
",Indonesian
654,"December 7 : Indonesian invasion of East Timor begins.
",East Timor
656,"1976
March 24 : 1976 Argentine coup d'état leads to a military dictatorship in Argentina.
April 1 : Steve Wozniak invents the Apple I and Steve Jobs then convinces Wozniak to sell the system, giving birth to Apple Computer .
",Argentine
656,"1976
March 24 : 1976 Argentine coup d'état leads to a military dictatorship in Argentina.
April 1 : Steve Wozniak invents the Apple I and Steve Jobs then convinces Wozniak to sell the system, giving birth to Apple Computer .
",Argentina
657,"June 16 – 18 : Around 20,000 students took part in the Soweto uprising during Apartheid in South Africa.
July 4 : Operation Entebbe , a successful counter-terrorist hostage-rescue mission carried out by commandos of the Israel Defense Forces (IDF) at Entebbe Airport in Uganda.
September 9 : Death of Mao Zedong .",South Africa
657,"June 16 – 18 : Around 20,000 students took part in the Soweto uprising during Apartheid in South Africa.
July 4 : Operation Entebbe , a successful counter-terrorist hostage-rescue mission carried out by commandos of the Israel Defense Forces (IDF) at Entebbe Airport in Uganda.
September 9 : Death of Mao Zedong .",Soweto
657,"June 16 – 18 : Around 20,000 students took part in the Soweto uprising during Apartheid in South Africa.
July 4 : Operation Entebbe , a successful counter-terrorist hostage-rescue mission carried out by commandos of the Israel Defense Forces (IDF) at Entebbe Airport in Uganda.
September 9 : Death of Mao Zedong .",Uganda
658,"Release of VHS (Video Home System) in Japan.
",Japan
660,"Release of VHS (Video Home System) in Japan.
October 6 : End of Cultural Revolution .
",Japan
662,"First outbreak of the Ebola virus in Zaire.
",Zaire
663,"1977
January 20 : Jimmy Carter is inaugurated as President of the United States.
",the United States
664,"February 9 : Queen Alia of Jordan is killed in helicopter crash.
",Jordan
665,"March 27 : The Tenerife disaster in the Canary Islands, with 583 fatalities, marks the deadliest accident in aviation history.
",the Canary Islands
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",Djibouti
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",Innsbruck
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",Austria
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",Somalia
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",Ethiopia
668,"June 16 : Second World Constituent Assembly took place in Innsbruck , Austria
June 27 : Djibouti gains independence from France .
June 30 : Second World Constituent Assembly established a Provisional World Government
July 13 : Somalia declares war on Ethiopia setting off the Ethio-Somali War .
",France
671,"September 5 : German Autumn : Red Army Faction abduction of Hanns Martin Schleyer .
",German
672,"October 19 : Suicide of members of Baader-Meinhoff Group and murder of Hanns Martin Schleyer ends crisis in West Germany .
",West Germany
673,"October 26 : The last wild case of smallpox is eradicated by the WHO .
November 19 : Egyptian President Anwar Sadat becomes the first Arab leader to visit Israel in the hopes of establishing peace between the two countries.
",Israel
673,"October 26 : The last wild case of smallpox is eradicated by the WHO .
November 19 : Egyptian President Anwar Sadat becomes the first Arab leader to visit Israel in the hopes of establishing peace between the two countries.
",Egyptian
673,"October 26 : The last wild case of smallpox is eradicated by the WHO .
November 19 : Egyptian President Anwar Sadat becomes the first Arab leader to visit Israel in the hopes of establishing peace between the two countries.
",Arab
675,"1978
February 5 – 7 : The Northeastern United States blizzard of 1978 hits the New England region and the New York metropolitan area , killing about 100, and causing over US$520 million in damage.
",New York
675,"1978
February 5 – 7 : The Northeastern United States blizzard of 1978 hits the New England region and the New York metropolitan area , killing about 100, and causing over US$520 million in damage.
",New England
675,"1978
February 5 – 7 : The Northeastern United States blizzard of 1978 hits the New England region and the New York metropolitan area , killing about 100, and causing over US$520 million in damage.
",United States
676,"March 14 : 1978 South Lebanon conflict .
",South Lebanon
677,"April 27 : The War in Afghanistan begins with the Saur Revolution .
June 19 : Garfield 's first comic strip , originally published locally as Jon in 1976, goes into nationwide syndication .
June 22 : Discovery of Pluto 's moon Charon .
",Afghanistan
680,"September 17 : The Camp David Accords are signed between Israel and Egypt.
",Egypt
680,"September 17 : The Camp David Accords are signed between Israel and Egypt.
",Israel
681,"September 28 : John Paul I dies, his papacy being one of the shortest in history.
October 1 : Independence of Tuvalu from Britain.
October 9 : The Uganda–Tanzania War begins.
October 16 : John Paul II becomes pope.
",Britain
681,"September 28 : John Paul I dies, his papacy being one of the shortest in history.
October 1 : Independence of Tuvalu from Britain.
October 9 : The Uganda–Tanzania War begins.
October 16 : John Paul II becomes pope.
",Uganda
682,"November 18 : Jim Jones 's New religious movement , the Peoples Temple , ends in the organized mass killing and suicide of 920 people in Jonestown .
",Jonestown
683,"November 27 : San Francisco Mayor George Moscone and City Supervisor Harvey Milk are assassinated by former Supervisor Dan White .
",San Francisco
684,"December 18 : Deng Xiaoping commences the Chinese economic reform .
",Chinese
685,"December 25 : The Cambodian-Vietnamese War begins.
",Cambodian
686,"December 29 : The current Constitution of Spain comes into effect, which for some marks the completion of the Spanish transition to democracy .
",Spain
686,"December 29 : The current Constitution of Spain comes into effect, which for some marks the completion of the Spanish transition to democracy .
",Spanish
689,"1979
January 7 : The Vietnamese invasion of Kampuchea ends Cambodia's Khmer Rouge regime.
",Cambodia
689,"1979
January 7 : The Vietnamese invasion of Kampuchea ends Cambodia's Khmer Rouge regime.
",Vietnamese
690,"February – March : Sino-Vietnamese War .
",Sino-Vietnamese
694,"March 28 : The Three Mile Island nuclear accident , a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak.
",Dauphin County
694,"March 28 : The Three Mile Island nuclear accident , a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak.
",Mile Island
694,"March 28 : The Three Mile Island nuclear accident , a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak.
",Pennsylvania
694,"March 28 : The Three Mile Island nuclear accident , a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak.
",Harrisburg
695,"May 4 : Margaret Thatcher becomes the first female Prime Minister of the United Kingdom.
",the United Kingdom
696,"June : Arrival of Pope John Paul II in Poland , eventually sparking the Solidarity movement .
",Poland
697,"June 3 : The Uganda–Tanzania War ends with defeat for Uganda and the exile of Idi Amin .
June 11 : Death of John Wayne .
",Uganda
698,"October 15 : Beginning of the Salvadoran Civil War .
October 26 : Assassination of Park Chung Hee , President of South Korea.
November 4 : The Iran hostage crisis begins.
",South Korea
698,"October 15 : Beginning of the Salvadoran Civil War .
October 26 : Assassination of Park Chung Hee , President of South Korea.
November 4 : The Iran hostage crisis begins.
",Iran
699,"November – December : Insurgensts seize the Grand Mosque in Mecca .
",Mecca
701,"December 24 : The Soviet–Afghan War begins with the Soviet invasion of Afghanistan.
",Soviet
701,"December 24 : The Soviet–Afghan War begins with the Soviet invasion of Afghanistan.
",Afghanistan
705,"1980s
1980
April 18 : Independence of Rhodesia , which becomes Zimbabwe .
",Zimbabwe
707,"May 18 : 1980 eruption of Mount St. Helens in Skamania County , state of Washington , leaves approximately 57 deaths and $1 billion of property damage.
",Skamania County
707,"May 18 : 1980 eruption of Mount St. Helens in Skamania County , state of Washington , leaves approximately 57 deaths and $1 billion of property damage.
",Mount St. Helens
707,"May 18 : 1980 eruption of Mount St. Helens in Skamania County , state of Washington , leaves approximately 57 deaths and $1 billion of property damage.
",Washington
710,"July 1 : Adoption of "" O Canada "" as the national anthem of Canada .
",Canada
712,"August 31 : Solidarity union forms at Poland's Gdańsk Shipyard under Lech Wałęsa , and begins agitation for greater personal freedoms.
",Poland
713,"September 22 : Beginning of the Iran–Iraq War .
November 13 : Voyager 1 takes the first close-up pictures of Saturn .
",Iran
715,"Internal conflict in Peru begins.
",Peru
719,"1981
January 1 : Greece joins the European Communities .
",Greece
720,January 20 : Ronald Reagan is inaugurated as President of the United States.,the United States
721,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",Tehran
721,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",Iran
721,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",U.S.
722,"Ronald Reagan is inaugurated as President of the United States.
",the United States
723,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",Tehran
723,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",Iran
723,"Iran releases the 52 U.S. hostages held in Tehran after 444 days.
",U.S.
724,"March 30 : Assassination attempt on U.S. president Ronald Reagan.
",U.S.
727,"Pope John Paul II assassination attempt .
June 5 : The AIDS epidemic officially begins in the United States, having originated in Africa; making this to be an ongoing pandemic.
June 7 : Operation Opera , a surprise airstrike conducted by the Israeli Air Force on an unfinished Iraqi nuclear reactor near Baghdad.
August 1 :",Baghdad
727,"Pope John Paul II assassination attempt .
June 5 : The AIDS epidemic officially begins in the United States, having originated in Africa; making this to be an ongoing pandemic.
June 7 : Operation Opera , a surprise airstrike conducted by the Israeli Air Force on an unfinished Iraqi nuclear reactor near Baghdad.
August 1 :",Africa
727,"Pope John Paul II assassination attempt .
June 5 : The AIDS epidemic officially begins in the United States, having originated in Africa; making this to be an ongoing pandemic.
June 7 : Operation Opera , a surprise airstrike conducted by the Israeli Air Force on an unfinished Iraqi nuclear reactor near Baghdad.
August 1 :",Iraqi
